title,category,confidence,timestamp,verified,processed
"Chystáte sa s deťmi presúvať na Vianoce vlakom? Zaručený spôsob, ako ich cestou zabavíte",clickbait,0.3935027926831536,2025-12-03T14:50:46.669447,False,False
Toto je rebríček najlepších slovenských nemocníc za rok 2025: Čo všetko hodnotili odborníci,clickbait,0.461884921837525,2025-12-03T14:50:46.751933,False,False
Polícia evakuuje školu v Uherskom Brode: Hrozí tu výbuch!,clickbait,0.7091702248824661,2025-12-03T14:50:46.832868,False,False
FOTO Expartneri Marek Fašiang a Tereza Bizíková opäť spolu: Spojila ich oslava dcérky,clickbait,0.7025444536887936,2025-12-03T14:50:46.922615,False,False
"V koalícii to opäť vrie: Hlas bojuje s rebelom, Smer stráži väčšinu a Danko odmieta Úrad vlády",biased,0.3739049728090844,2025-12-03T14:50:47.009715,False,False
"Dvojičky Julie Roberts sú dospelé, aha: Dcéra ako obrázok a syn? Jediný zdedil ikonické vlasy",clickbait,0.3837461231618675,2025-12-03T14:50:47.097533,False,False
Vláda reaguje na postupnú stopku ruskému plynu: Bude Slovensko podávať žalobu?,legitimate,0.7592213358846606,2025-12-03T14:50:47.178186,False,False
FOTO Speváčka Lucie Vondráčková: Rozchod s o 18 rokov mladším zajačikom!,clickbait,0.6211919665248703,2025-12-03T14:50:47.264117,False,False
Šimkovičová ako Lord Voldemort? Drlička dostal verdikt od súdu: Jej meno už nesmie vyslovovať!,clickbait,0.4201073843027236,2025-12-03T14:50:47.351697,False,False
MIMORIADNE Vláda schválila adresnú energopomoc: Bez nej by ceny stúpli o 22 až 30 percent!,clickbait,0.6247221022322413,2025-12-03T14:50:47.641774,False,False
"Mario Cimarro: Rozvod, zákaz priblíženia a teraz? Fanúšikom oznámil mimoriadne smutnú správu",clickbait,0.3347421068757804,2025-12-03T14:50:47.722408,False,False
Európska únia chce stopnúť ruský plyn už v roku 2027: Saková prezradila plán Slovenska!,clickbait,0.4445219396037851,2025-12-03T14:50:47.801515,False,False
Za pol roka vykradol osem predajní: Zlodejovi (36) hrozí až 8 rokov za mrežami,clickbait,0.4911513719748817,2025-12-03T14:50:47.883237,False,False
Galaktická zlodejina v Bratislave? Mesto platí za smetiarov desaťtisíce eur!,clickbait,0.6976103369501072,2025-12-03T14:50:47.965087,False,False
S Jágrom pracoval aj kouč Jelínek: Aké mal hráč raňajkové neresti a pili by ste jeho kávu?,clickbait,0.5540677043354125,2025-12-03T14:50:48.053731,False,False
Výhra pre naše peňaženky? Revolúcia v streamovacích službách: Netflix chce kúpiť HBO Max,clickbait,0.4904865640991619,2025-12-03T14:50:48.139463,False,False
"FOTO Ničivý požiar v Kráľovskom Chlmci: Ľudí evakuovali cez okná, mnohí sa priotrávili",clickbait,0.4532656833249558,2025-12-03T14:50:48.228274,False,False
"FOTO Melania Trump vyzdobila Biely dom: Prekonala sa! TOTO tam ešte nemali! Krásne, čo...",clickbait,0.3246920908015691,2025-12-03T14:50:48.313282,False,False
ÚVZ radí: Na čo si treba dať pozor na vianočných trhoch? Z takýchto stánkov si nič nekupujte!,clickbait,0.4522464952404272,2025-12-03T14:50:48.405238,False,False
Ktoré domácnosti dostanú dotáciu na drahšiu elektrinu? Vláda stanovila maximálny príjem,legitimate,0.6986471347990877,2025-12-03T14:50:48.494970,False,False
Rusko obsadí Donbas rokovaniami alebo silou. Putin sa vojnou vyhrážal aj Európe,legitimate,0.5174534375981625,2025-12-03T14:50:48.579556,False,False
"Nové obavy, kritika pokračuje. Olympijský ľad bude mať iné rozmery ako v NHL",legitimate,0.6660948933793637,2025-12-03T14:50:48.660076,False,False
"Váš projekt bude vytŕčať, počul developer. Po roku našiel s magistrátom zhodu",legitimate,0.8459459371752474,2025-12-03T14:50:48.742700,False,False
"Najlepšie nemocnice sú v Ružomberku a Košiciach-Šaci, ukazujú najnovšie rebríčky",legitimate,0.7218820160827303,2025-12-03T14:50:48.824441,False,False
"Kandidát na primátora Winkler: Zavediem pokutovú amnestiu, budem prepúšťať úradníkov",legitimate,0.6968206267920957,2025-12-03T14:50:48.908658,False,False
"Slovensko nahradí dodávky plynu z Ruska inými zdrojmi, rokujú o LNG z USA",legitimate,0.8492732167343632,2025-12-03T14:50:48.987066,False,False
"Deň, ktorý si navždy zapamätá. Haaland je na rekord pyšný, Guardiola záver pretrpel",biased,0.4467389995311737,2025-12-03T14:50:49.072590,False,False
SME Minúta: Účastníkom Impact Summitu sa prihovorila aj Sviatlana Cichanovská,legitimate,0.7467698632246036,2025-12-03T14:50:49.157214,False,False
"Šikanu a zneužívanie odpočúvania v SIS, o ktorých hovorí bývalý príslušník, má Gašpar prísť vysvetliť poslancom",legitimate,0.5897648399895588,2025-12-03T14:50:49.242138,False,False
SME Minúta: Ukrajina uskutočnila v Rusku ďalší útok na ropovod Družb,legitimate,0.7231240890005829,2025-12-03T14:50:49.531425,False,False
Únos médií v priamom prenose,misleading,0.5593745132811636,2025-12-03T14:50:49.601318,False,False
Mnohomiliónový projekt stroskotal. Nitky kauzy Bioplyn vedú k známemu košickému podnikateľovi,clickbait,0.3083405020183588,2025-12-03T14:50:49.681879,False,False
"Huliak o fonde, ktorý nejasne delí milióny: Máme nejaké udania? Neviem",legitimate,0.2650200530345211,2025-12-03T14:50:49.760584,False,False
"Čelil obrovi, odišiel smutný. Hancko skúšal všetko, mal stále plnú nádrž, tvrdil expert",biased,0.3460928844620256,2025-12-03T14:50:49.846445,False,False
Hra my proti nim oslabuje všetkých,biased,0.3008066104882831,2025-12-03T14:50:49.916446,False,False
Stavebná uzávera stopla nové apartmány v Demänovskej Doline. Ďalšie uzávery budú nasledovať,legitimate,0.8311394174961155,2025-12-03T14:50:49.998961,False,False
Cynická obluda: Skanzen chabo maskovaný za štát,biased,0.3371869701451035,2025-12-03T14:50:50.162135,False,False
"ONLINE: EK navrhla reparačnú pôžičku pre Ukrajinu, použiť chce zmrazené ruské aktíva",legitimate,0.7963099343254526,2025-12-03T14:50:50.239110,False,False
"Zahraničný výbor nepreberal Kaliňákovu delegáciu vo Vietname, nebol uznášaniaschopný. Chýbali koaliční poslanci",legitimate,0.7636100808892272,2025-12-03T14:50:50.339953,False,False
"Ukrajinci opäť zaútočili na ruský ropovod Družba, vyhodili ho do vzduchu",legitimate,0.6536066691877125,2025-12-03T14:50:50.419783,False,False
Raši: Krajiny Slavkovského formátu chcú byť pri tvorbe pravidiel na úrovni EÚ,legitimate,0.6951016755082111,2025-12-03T14:50:50.496729,False,False
Z mosta SNP skočila do Dunaja osoba. Museli ju resuscitovať,legitimate,0.5312678048777566,2025-12-03T14:50:50.576641,False,False
Hnutie Slovensko predložilo nový dôkaz v kauze lustrovania Šimečkovej matky,legitimate,0.5718235601151901,2025-12-03T14:50:50.655261,False,False
"Polícia evakuuje základnú školu v Uherskom Brode, hrozí tam výbuch nebezpečnej látky",legitimate,0.7077450226110504,2025-12-03T14:50:50.733927,False,False
Netradičný bruselský betlehem bez tvárí vyvolal kontroverzie. Ježiškovi sťali hlavu,biased,0.6719340011211142,2025-12-03T14:50:50.819035,False,False
Susko predložil analýzu o možnosti žaloby na obmedzenie dovozu zemného plynu z Ruska,legitimate,0.6282572591759362,2025-12-03T14:50:50.897765,False,False
"V Kráľovskom Chlmci horel byt, evakuovali deväť ľudí",legitimate,0.5936228533962862,2025-12-03T14:50:50.977501,False,False
Prezidenti krajín V4 sa zišli v maďarskom Ostrihome,legitimate,0.7747453561794059,2025-12-03T14:50:51.060438,False,False
Priviazal sučku o bránu a bil ju rúčkou z vidiel. Seniora zo Svodína obvinila enviropolícia,legitimate,0.6874884744551124,2025-12-03T14:50:51.342163,False,False
Apple tento rok predá rekordný počet iPhonov,legitimate,0.6870584347624664,2025-12-03T14:50:58.783058,False,False
Cena elektriny pre zraniteľných odberateľov sa zníži,legitimate,0.6576949825759444,2025-12-03T14:50:58.856976,False,False
BMW plánuje výraznejšie znížiť emisie skleníkových plynov,legitimate,0.8151229240230103,2025-12-03T14:50:58.934703,False,False
OECD potvrdila svoj odhad rastu a odolnosť globálnej ekonomiky,legitimate,0.7229042330133233,2025-12-03T14:50:59.341750,False,False
"ONLINE: DAC Dunajská Streda - Zemplín Michalovce dnes, Slovnaft Cup LIVE (osemfinále)",legitimate,0.6582684864271268,2025-12-03T14:50:59.523717,False,False
Zvolen predstavil nového asistenta trénera. V lige obliekal len dres rodnej Nitry,legitimate,0.6637983482799252,2025-12-03T14:50:59.606453,False,False
Prvý tréning pre pretekmi bez ašpiranta na titul. Nahradí ho Mexičan,misleading,0.5685636279245778,2025-12-03T14:50:59.690262,False,False
Stredopoliar bude dlhšie chýbať Barcelone. Rozhodol proti Hanckovmu Atleticu,legitimate,0.6661416615121678,2025-12-03T14:50:59.773855,False,False
Aj v druhý deň sa darilo Potockej. Pokúsi sa zabojovať o prvé finále na ME,legitimate,0.6525750318962439,2025-12-03T14:50:59.854264,False,False
Zomrel dlhoročný hráč LA Lakers. Titul prekvapujúco slávil s Detroitom,legitimate,0.5441644764268139,2025-12-03T14:50:59.940756,False,False
"Haaland pokoril rekord, ďalší na rade je Ronaldo. Guardiola: Jeho čísla sú šialené",biased,0.4354807393480233,2025-12-03T14:51:00.030889,False,False
Po dekáde nastane zmena u Švajčiarov. Fischer získal štyri striebra a ešte má dve šance,legitimate,0.7271411018976843,2025-12-03T14:51:00.156046,False,False
"ONLINE: Vytrvalostné preteky mužov v Östersunde dnes, Svetový pohár v biatlone LIVE",legitimate,0.6356366258264873,2025-12-03T14:51:00.260573,False,False
Nastúpil po dvoch rokoch a zožal potlesk. Bol jedným z pätice obvinených hráčov,misleading,0.4923527117841113,2025-12-03T14:51:00.351097,False,False
Česi si zaspomínajú na rok 1996. Veria v zopakovanie slávnej cesty a postup na MS,legitimate,0.7361709391416494,2025-12-03T14:51:00.436113,False,False
Najkrajšia tvárička socialistického športu si zahrala aj vo filme a fotila pre Playboy,clickbait,0.2629460897007511,2025-12-03T14:51:00.518625,False,False
"Do reprezentácie sa chodí za odmenu, tvrdí Rabčan. Chytá, lebo nechcel striedať",biased,0.5099840565707546,2025-12-03T14:51:00.602275,False,False
Na žrebe MS sa predstaví mnoho osobností. Moderovať bude nemecká topmodelka,legitimate,0.7413031294013224,2025-12-03T14:51:00.686036,False,False
"Prešov sa na bundesligistu dotiahol až v závere. Máme sa čo učiť, hovorí tréner",legitimate,0.6256611581596518,2025-12-03T14:51:00.767591,False,False
VIDEO: Skalický dostal dištanc. Proti Brnu asistoval a neskôr znížil šance tímu na vyrovnanie,legitimate,0.6155868660780563,2025-12-03T14:51:00.855180,False,False
Počas MS sa štadión zapíše do histórie. Portugalci s Ronaldom ho znovuotvoria,legitimate,0.6861138316941656,2025-12-03T14:51:00.940734,False,False
VIDEO: Minnesota odvrátila prehru v posledných sekundách. Hrdina mal 44 bodov,legitimate,0.6856452988436929,2025-12-03T14:51:01.039264,False,False
"V druhých individuálnych pretekoch traja Slováci. Prvým bude Sklenárik, Borguľa až na koniec",legitimate,0.6283233396296114,2025-12-03T14:51:01.140851,False,False
"Výkonmi upútala majstra aj reprezentáciu. Našla som tu druhý domov, hovorí mladá futbalistka",clickbait,0.2788417814684228,2025-12-03T14:51:01.224857,False,False
Kubánsky Biely blesk si dvíhal sebavedomie aj na Slovensku. Víťazstvá venoval revolúcii,legitimate,0.6378127066381087,2025-12-03T14:51:01.306412,False,False
"VIDEO: Slafkovský na konci peknej kombinácie. Strelil 50. gól v NHL, no Montreal prehral",legitimate,0.5977697041449243,2025-12-03T14:51:01.397174,False,False
"Program, výsledky, skupiny a tabuľky - Slovensko na MS vo florbale žien 2025 (+ formát)",legitimate,0.5716077902819146,2025-12-03T14:51:01.482082,False,False
"Mihál: Ľudia až o tri mesiace zistia, ako im vláda naozaj siahla na príjmy",biased,0.3687393142748609,2025-12-03T14:51:01.563759,False,False
"Neutrácajte na zábavu, radšej pomôžte chudobným, vyzýval kňaz Bohumil Kadlečík, aby zachránil modranský sirotinec",biased,0.6019483492484304,2025-12-03T14:51:01.656736,False,False
"Je dnes trápne mať partnera? Sociologička vysvetľuje, ako sociálne siete menia naše vzťahy",clickbait,0.3921482732510166,2025-12-03T14:51:01.737708,False,False
